sleep_duration_hours,quality_rating,stress_level,caffeine_cups,screen_time_before_bed,exercise_today,alcohol_consumed,nap_duration_mins,night_awakenings,age,weight_kg,height_cm,sleep_goal_hours,sleep_score
8.04,5,6,2,142,1,0,45,3,22,81.0,159.5,7.5,56.81
7.01,3,2,1,96,1,0,0,4,29,108.8,187.4,9.0,27.46
8.06,9,10,0,22,1,0,0,1,47,89.9,175.9,8.0,77.52
5.58,10,10,5,112,1,0,0,1,20,76.8,153.5,8.5,21.4
7.53,6,9,3,68,0,1,0,4,50,46.7,156.9,6.0,17.65
7.52,3,4,4,37,1,0,60,5,64,87.5,167.3,8.0,40.21
5.33,6,5,5,14,0,1,20,1,24,95.1,193.5,8.0,13.71
9.36,2,8,2,104,0,1,0,4,61,101.2,177.3,6.5,8.56
6.3,9,3,3,145,1,1,0,2,47,92.4,161.3,8.5,28.81
5.98,1,1,4,91,1,1,0,3,63,91.7,175.3,6.0,43.37
4.6,2,4,3,175,1,0,20,4,20,86.7,158.4,8.0,7.85
7.44,4,8,5,165,0,1,0,5,27,49.1,194.4,6.5,26.49
8.14,4,7,3,167,0,1,0,4,62,63.2,151.3,6.0,6.84
5.82,2,10,4,93,1,1,0,5,41,81.9,165.7,6.5,13.4
5.23,9,6,5,82,0,0,90,0,48,45.6,161.1,6.5,22.25
7.62,9,3,2,97,1,0,0,3,38,91.3,153.1,6.0,53.27
7.51,9,10,4,175,1,0,0,3,53,104.7,185.0,6.0,33.52
7.99,8,7,0,54,1,1,0,5,47,74.8,183.9,7.5,50.52
7.58,4,1,2,176,1,1,0,5,52,50.8,179.0,7.5,44.37
7.94,8,1,3,21,0,0,30,3,21,62.3,168.2,8.0,68.57
6.66,6,3,2,147,0,0,0,0,52,86.9,189.3,7.0,66.47
6.69,9,6,5,26,0,0,0,4,19,67.7,184.3,6.5,51.16
6.89,8,6,4,166,0,1,45,5,26,94.3,154.4,6.5,32.54
5.84,10,9,3,126,1,0,0,3,64,104.5,163.4,7.5,22.88
7.94,9,7,2,121,1,0,20,2,60,99.3,166.1,6.0,46.88
7.0,6,7,0,160,1,0,0,2,58,60.0,192.7,9.0,21.69
8.31,2,2,2,78,0,0,30,3,52,47.6,160.6,9.0,44.11
7.85,5,3,0,49,1,0,0,5,39,73.0,169.5,8.0,65.61
5.88,8,6,1,158,1,0,0,1,47,92.1,150.9,8.5,37.21
8.41,3,1,4,151,1,0,0,2,38,93.1,169.8,6.0,47.0
7.26,6,8,1,77,1,1,90,2,36,91.1,180.5,6.5,50.54
6.7,4,2,5,31,0,0,0,0,52,108.9,164.8,8.0,17.58
7.46,4,10,5,46,0,0,90,2,48,107.5,185.1,8.5,3.95
7.5,10,2,2,10,0,1,0,5,36,83.1,163.4,9.0,21.4
8.24,7,9,0,157,0,0,0,2,37,99.2,153.9,9.0,44.41
6.52,8,8,4,51,1,0,0,3,34,72.9,152.8,8.5,22.09
6.2,2,8,0,166,1,1,0,3,58,84.7,160.1,8.0,4.53
8.67,10,5,5,137,0,0,0,4,59,51.5,167.1,8.0,50.22
5.38,8,2,5,166,1,0,45,5,58,68.0,182.4,9.0,9.78
5.54,4,2,2,12,1,0,30,1,54,109.1,187.1,9.0,27.76
6.71,1,5,0,26,0,0,0,4,19,84.1,178.6,6.5,50.96
6.12,2,5,4,156,0,0,0,5,31,102.8,194.7,6.5,36.85
8.2,3,2,4,49,1,0,0,3,49,102.3,175.2,6.5,49.12
7.16,5,9,4,56,0,0,0,4,63,68.1,160.6,6.5,36.61
7.22,5,9,1,146,1,1,0,1,38,48.2,173.6,6.0,36.53
7.72,7,7,2,144,0,0,60,2,55,51.7,160.4,6.5,34.53
6.55,3,8,4,115,0,1,20,3,28,69.4,171.1,8.0,0.0
5.68,6,5,3,84,0,0,0,0,28,54.8,177.5,8.0,22.66
5.37,5,7,5,47,0,1,0,2,54,89.2,184.0,7.0,4.52
6.11,9,10,1,177,1,1,0,5,41,47.7,182.5,6.5,45.85
7.67,8,2,1,139,0,0,0,0,23,70.1,184.5,7.5,79.65
5.77,6,8,0,140,0,1,0,5,31,75.1,168.9,8.5,11.19
8.3,6,2,0,131,0,0,60,3,28,76.5,187.6,6.5,44.94
6.75,8,8,2,83,0,1,0,0,48,100.4,185.1,8.5,19.35
7.1,8,10,5,97,1,1,0,3,62,46.3,194.0,8.0,29.22
6.95,3,3,4,1,0,1,0,0,57,87.5,164.1,8.5,18.07
6.24,5,6,3,127,0,0,45,5,60,60.9,183.8,8.0,1.48
7.9,6,10,5,148,0,0,0,5,48,64.4,192.8,6.0,19.42
8.74,8,5,5,15,0,1,0,3,43,64.7,194.4,7.5,28.16
5.66,10,1,3,5,0,0,0,1,45,58.6,178.2,9.0,41.66
7.68,4,1,1,105,0,0,0,5,31,55.9,165.5,7.5,52.97
8.29,7,3,5,18,1,0,30,4,25,62.5,162.8,9.0,48.87
7.68,10,10,5,72,1,1,60,0,37,75.7,162.1,7.0,46.11
7.11,8,10,1,87,1,0,60,2,51,96.5,167.9,8.0,47.07
6.68,9,5,4,179,1,0,0,1,20,105.6,193.6,8.0,28.3
7.57,7,7,5,68,1,1,45,1,55,68.2,190.1,8.0,39.48
7.71,4,8,4,125,0,0,0,2,26,57.9,173.7,7.5,44.48
5.99,10,9,4,150,0,0,20,5,44,71.3,191.7,9.0,8.03
10.56,2,4,4,141,0,1,0,3,63,108.6,187.3,6.5,17.59
6.98,4,2,2,114,0,0,0,2,19,95.4,183.3,6.5,58.1
10.15,9,9,4,62,1,0,0,3,38,63.8,158.4,9.0,46.47
6.84,5,6,2,58,1,1,0,4,50,63.9,187.3,8.0,13.65
8.55,6,3,1,103,0,0,60,1,45,77.4,187.1,7.5,44.6
5.68,4,4,1,55,1,1,45,0,22,105.5,170.3,8.0,21.29
6.63,4,10,2,2,1,0,0,3,24,82.7,185.9,8.5,21.85
6.61,3,9,2,63,1,0,0,5,22,77.8,180.8,6.0,46.46
6.58,8,6,4,175,0,0,0,2,61,105.0,183.3,8.5,17.32
6.74,8,1,4,25,0,1,20,0,57,84.5,151.0,9.0,22.66
4.95,5,4,3,136,0,1,0,1,45,101.5,162.5,7.5,17.63
7.28,8,1,2,157,1,1,0,1,30,45.5,169.0,7.5,69.1
6.76,1,7,1,33,1,0,0,5,63,61.7,174.5,9.0,7.7
6.73,4,1,4,144,1,1,20,4,61,93.0,190.8,8.0,8.35
6.61,10,6,5,74,1,0,0,5,31,67.0,153.2,8.5,18.68
5.74,4,3,0,111,0,1,0,0,34,78.3,178.3,9.0,30.92
7.75,9,4,4,62,1,0,45,4,48,99.3,177.4,8.5,40.7
7.27,8,3,3,167,0,0,30,2,54,88.6,187.9,7.5,53.71
7.0,8,10,3,97,1,0,45,4,55,54.5,165.0,8.5,8.87
8.6,9,5,0,128,0,1,0,0,63,80.5,194.9,8.5,63.31
5.66,6,4,3,61,0,0,0,2,44,81.8,172.7,8.0,26.43
7.64,4,3,5,123,0,1,0,2,28,86.3,190.7,8.5,34.54
7.92,1,2,1,5,1,1,0,1,47,87.0,160.4,8.0,58.25
7.56,3,4,1,102,0,0,0,0,41,48.6,189.5,7.0,64.06
6.53,1,10,4,130,1,0,0,1,18,88.1,184.5,8.5,7.75
7.4,5,3,5,162,1,1,20,2,33,88.6,160.6,6.0,32.86
8.31,2,8,1,159,0,0,0,0,50,106.4,192.0,9.0,38.45
7.27,7,10,5,102,1,1,0,0,54,102.4,175.8,7.5,43.02
6.61,2,4,3,66,1,0,0,2,23,74.7,168.0,8.0,19.33
7.48,10,3,4,63,1,0,0,5,28,94.8,183.5,7.0,60.12
4.96,6,5,1,116,0,1,0,1,55,52.3,169.8,8.5,17.97
6.27,2,10,2,102,0,0,0,0,25,103.3,193.5,7.0,37.1
6.55,5,10,5,1,1,0,90,0,31,72.2,181.5,6.0,50.75
8.18,2,10,4,69,0,0,0,4,43,93.3,172.1,8.5,35.07
7.69,5,6,4,158,1,1,20,1,62,64.4,157.2,8.0,40.65
8.14,9,6,2,120,0,1,0,1,33,62.6,184.5,9.0,47.05
7.63,10,9,0,65,1,0,0,1,56,91.7,152.1,8.0,71.49
6.77,6,9,0,130,1,1,60,3,40,80.3,178.7,7.5,36.04
6.94,4,9,0,118,0,0,0,0,29,104.0,174.1,7.0,59.8
6.56,8,10,3,9,1,1,45,5,26,109.5,193.2,7.5,30.62
8.24,3,7,2,42,1,0,60,2,57,51.7,170.6,6.5,32.69
8.66,1,7,4,120,1,1,30,3,33,66.2,176.2,8.0,32.27
7.84,2,2,2,142,0,1,30,2,53,88.5,187.5,7.5,47.1
5.94,6,3,5,169,1,0,90,2,51,69.4,171.9,7.5,12.1
6.51,9,10,4,57,1,0,0,2,28,80.1,153.9,8.5,20.12
7.79,7,9,0,0,0,1,0,0,27,66.2,185.4,8.0,63.49
8.23,4,9,0,147,0,1,0,1,35,49.4,194.7,7.0,32.2
7.42,3,9,0,77,1,0,0,0,53,69.0,159.6,7.0,60.92
7.35,7,6,0,139,0,1,0,1,42,105.9,176.4,6.0,39.86
4.6,9,3,0,92,1,0,20,5,52,62.7,150.2,8.5,31.27
6.02,10,6,5,140,1,1,20,5,23,79.6,159.6,9.0,14.7
5.04,7,8,3,56,0,1,90,2,31,62.2,182.7,8.0,4.38
7.56,5,9,0,137,0,0,60,3,21,90.1,181.8,6.0,29.43
7.78,6,1,2,124,1,1,0,4,38,54.7,187.2,8.0,60.29
7.2,4,10,0,172,0,1,0,2,50,77.4,185.7,9.0,5.59
6.95,7,10,2,127,1,0,0,0,27,102.4,163.8,7.0,63.99
6.56,6,9,1,49,1,1,30,0,47,91.1,192.1,6.5,60.5
7.77,1,1,2,76,0,0,0,0,33,96.8,151.6,6.0,47.73
9.28,6,4,4,47,0,0,0,2,46,106.7,150.5,7.0,40.57
5.18,1,10,5,96,1,0,0,0,25,46.4,180.6,7.5,9.95
8.2,8,7,3,22,0,0,30,1,48,85.9,183.3,9.0,55.04
7.37,10,6,3,94,1,1,0,2,23,80.5,192.9,6.0,49.09
5.94,2,9,0,7,1,0,45,1,25,89.7,172.4,6.0,57.19
8.55,7,8,4,172,0,0,45,0,64,89.7,166.4,8.5,44.81
6.64,8,2,3,48,0,1,30,5,41,95.6,190.2,6.0,51.94
4.8,4,2,2,8,0,1,20,4,35,103.8,185.6,8.0,14.46
7.78,3,6,5,46,0,1,30,3,54,58.4,159.4,7.5,33.23
7.98,8,6,1,45,1,0,0,3,45,88.3,166.7,6.0,53.77
5.47,2,8,1,69,0,0,30,0,27,67.7,186.2,8.0,23.84
8.24,7,5,3,133,1,0,0,0,45,60.2,173.2,6.0,50.41
6.67,8,5,2,12,1,1,0,2,26,48.2,172.5,6.5,63.56
6.83,5,10,0,76,1,0,0,4,51,70.8,155.0,9.0,19.29
6.23,9,9,1,18,1,0,0,0,19,93.5,159.1,8.5,41.38
6.77,2,8,1,94,0,0,0,3,38,91.6,179.6,8.5,12.32
8.06,1,3,2,4,0,1,0,0,45,99.8,186.2,8.0,52.32
6.89,10,3,3,101,1,0,0,0,54,76.7,158.7,9.0,43.81
7.07,6,3,1,0,0,0,0,3,58,58.3,168.7,6.0,46.25
6.42,9,3,0,132,0,1,30,2,35,58.1,151.9,9.0,31.62
5.22,3,6,1,152,1,1,30,5,33,47.1,177.9,7.0,3.24
6.81,9,6,5,80,0,0,0,2,25,83.1,191.2,8.0,22.25
5.61,6,7,4,58,0,1,0,2,55,56.5,180.7,7.5,6.5
5.43,8,2,2,53,0,1,0,2,51,49.7,192.2,8.5,26.11
7.86,4,9,4,27,1,1,0,3,34,94.3,166.3,6.5,24.41
8.37,3,9,0,109,0,0,0,3,34,82.3,152.2,7.5,52.94
7.91,8,7,2,137,0,1,0,5,62,93.8,165.3,8.0,41.0
5.73,4,8,5,158,0,0,0,3,52,51.2,151.7,6.0,32.49
9.19,8,3,2,104,0,1,20,3,28,52.6,150.7,8.5,51.18
7.98,1,4,5,6,1,0,20,4,22,74.5,153.8,6.5,27.84
6.78,8,7,0,130,1,1,0,5,31,109.8,154.5,6.5,52.37
6.24,9,7,2,79,1,0,90,1,48,63.5,192.1,6.0,61.55
6.49,2,3,0,100,1,0,0,0,39,56.6,181.5,9.0,34.66
6.5,2,4,3,176,0,1,20,5,50,49.2,158.7,8.5,0.0
8.69,6,7,4,122,1,1,0,4,56,56.8,157.6,7.5,18.61
6.48,8,7,4,66,0,0,60,4,40,106.2,190.1,7.5,3.81
6.76,8,7,0,130,1,0,30,0,30,56.5,179.8,9.0,36.71
6.29,2,3,1,36,0,1,90,5,36,105.9,167.7,7.5,0.0
5.17,4,4,5,107,1,1,60,1,49,67.2,164.7,8.5,9.09
5.52,6,10,3,135,1,1,20,0,62,59.5,151.5,6.0,47.04
5.22,4,1,4,92,1,0,0,0,46,67.3,175.3,8.5,28.95
9.06,5,8,1,113,0,1,0,0,44,66.1,160.5,7.5,37.94
6.78,1,2,0,32,1,1,0,4,53,51.8,187.6,7.0,56.95
6.94,8,4,0,133,1,0,60,3,41,72.6,150.7,8.0,30.26
6.96,4,10,1,66,0,0,0,1,58,69.7,175.5,6.5,51.6
6.79,5,3,1,53,1,1,0,1,55,89.1,172.1,8.5,29.79
6.49,9,3,1,153,1,1,0,1,45,48.9,175.0,9.0,32.38
5.43,5,5,3,123,1,0,0,5,51,83.0,167.4,8.5,10.46
9.29,5,8,5,164,1,1,0,0,55,67.9,160.8,8.0,27.33
7.46,6,7,5,84,1,0,0,2,26,70.6,193.4,8.5,24.26
8.22,9,5,2,176,0,0,0,1,31,79.5,159.7,9.0,62.37
6.14,6,10,3,93,0,0,0,1,63,71.8,160.6,6.0,48.77
6.99,10,8,5,66,1,1,20,5,60,61.5,189.4,8.5,6.33
8.25,1,2,3,134,1,1,0,1,58,81.5,157.1,8.0,45.94
8.63,3,4,3,81,1,1,0,1,18,48.3,182.6,8.0,48.2
6.52,1,1,1,25,1,1,0,0,19,49.8,159.1,9.0,28.5
5.1,3,2,1,138,1,0,0,2,55,72.0,190.7,7.5,29.41
5.1,5,1,4,79,0,0,0,1,46,91.1,177.6,7.5,26.94
7.83,8,6,2,153,1,0,90,4,44,70.4,171.2,9.0,14.27
6.51,8,7,0,28,0,0,0,5,49,95.6,182.6,7.0,59.95
5.34,4,8,3,88,1,0,0,4,34,64.3,160.5,7.5,10.5
6.81,4,8,3,53,0,0,0,1,40,105.5,190.8,8.0,17.96
5.82,10,7,1,13,0,0,0,4,49,73.9,150.5,8.5,28.7
7.15,2,9,1,146,1,1,60,3,21,54.9,167.7,8.0,21.98
6.93,8,9,5,67,1,0,0,1,59,98.4,178.6,8.0,18.98
6.96,8,5,4,71,0,1,60,0,45,63.3,175.9,7.5,41.91
6.81,10,6,5,107,0,1,20,2,51,104.1,180.2,6.5,41.47
6.3,5,9,3,1,0,0,20,3,28,86.1,184.4,8.0,13.7
6.53,8,6,3,120,0,1,0,1,52,89.8,165.2,8.0,16.87
5.08,8,10,3,175,1,1,90,4,38,85.1,175.9,6.0,27.85
6.26,1,2,1,25,1,0,30,1,39,47.5,182.4,9.0,32.24
6.35,10,4,1,155,0,0,0,0,50,58.0,174.4,8.5,43.55
5.68,3,10,3,148,1,0,0,0,21,109.8,183.1,7.0,15.81
6.01,7,4,0,111,0,1,30,5,57,101.9,187.1,6.5,51.62
7.33,6,6,1,121,1,0,0,5,62,85.1,190.8,7.0,53.42
6.81,2,8,4,117,0,1,0,3,28,46.1,164.4,6.5,33.22
8.04,1,4,1,32,0,1,0,1,56,72.0,178.4,7.5,50.2
6.67,10,7,1,100,0,0,45,5,36,60.8,158.7,8.0,19.32
6.72,9,2,2,35,1,0,0,3,26,108.9,166.8,8.5,38.56
7.39,2,9,1,128,1,1,0,5,21,67.4,165.7,8.0,25.7
5.71,1,8,3,61,1,0,0,4,27,53.0,153.6,8.5,5.7
8.19,8,4,1,70,1,1,0,5,24,98.6,151.5,6.0,41.72
6.9,2,5,0,79,1,0,0,4,37,94.2,168.6,8.5,21.8
6.4,1,5,0,132,1,0,0,1,42,74.7,156.0,6.5,58.34
7.46,4,9,1,5,0,1,0,4,23,56.2,168.6,8.5,11.34
6.78,6,4,5,59,1,0,45,2,57,68.7,162.0,6.0,52.51
6.65,10,10,1,10,0,0,0,5,18,107.2,184.4,6.0,58.66
3.85,6,4,0,45,0,0,0,2,18,83.8,163.1,9.0,33.45
6.8,8,10,1,149,0,1,20,4,56,61.6,157.1,6.0,43.73
6.03,6,4,3,18,1,0,30,1,32,77.6,182.3,7.0,57.27
6.02,3,3,3,2,1,0,0,3,31,100.6,189.4,7.5,25.87
8.61,7,8,5,81,1,1,30,3,20,82.6,190.1,9.0,42.61
4.39,3,6,2,179,0,1,0,2,31,78.2,194.4,7.0,9.18
7.23,10,9,0,16,1,0,20,4,25,64.2,189.9,6.5,66.92
8.69,5,5,4,3,1,0,0,1,18,59.0,155.2,6.0,46.99
5.32,3,7,5,174,1,1,0,0,30,56.6,185.4,7.0,8.62
6.22,6,6,5,114,1,0,45,3,54,86.2,186.4,6.5,37.5
9.09,7,7,1,82,0,0,0,4,56,60.7,164.7,7.5,34.84
7.29,10,9,4,49,0,1,0,0,44,55.1,193.4,8.0,51.37
6.59,8,9,2,149,1,0,45,3,49,45.1,170.3,6.0,53.08
7.06,8,6,2,141,1,0,0,5,50,103.2,183.5,9.0,23.98
6.43,5,9,0,173,0,1,20,1,38,98.2,166.8,7.0,38.01
4.05,7,6,0,106,1,0,90,2,58,78.9,177.4,7.0,23.57
6.68,7,6,5,79,1,0,0,4,45,58.1,173.5,8.5,14.99
4.07,4,3,5,121,1,1,0,0,49,48.2,192.8,9.0,13.77
6.14,3,3,5,40,0,1,20,3,53,62.7,156.5,6.0,37.63
6.85,4,4,5,96,0,1,30,5,64,91.5,190.6,7.5,17.69
6.97,1,9,5,43,1,1,0,4,33,103.0,192.3,9.0,0.0
7.73,2,8,1,9,0,1,0,3,52,47.0,184.4,6.5,23.27
7.42,8,2,2,129,1,1,20,5,29,83.2,164.0,8.5,22.4
7.08,7,6,1,97,1,1,0,0,21,85.7,153.8,6.5,70.25
6.77,4,1,1,105,1,1,0,2,39,54.8,152.6,9.0,23.72
6.29,9,4,3,104,0,0,0,2,50,92.0,166.8,6.5,64.24
6.48,2,4,5,98,0,1,0,3,23,71.5,181.1,7.0,30.06
5.8,10,5,5,165,1,0,30,3,39,69.5,181.4,7.5,19.05
7.9,7,1,4,51,0,0,0,1,19,109.7,158.9,7.5,61.84
6.89,2,10,3,12,0,0,0,5,23,84.8,158.7,6.5,35.0
5.55,8,5,1,143,0,0,20,5,57,88.0,169.8,8.5,17.62
6.3,2,10,0,116,1,0,45,3,60,87.2,182.6,6.5,45.01
6.76,4,9,2,130,0,0,0,2,35,77.1,176.5,9.0,10.49
7.21,1,4,3,47,0,1,20,5,46,63.3,162.9,9.0,0.0
9.23,1,4,3,45,1,0,90,3,50,56.3,174.8,8.5,47.63
8.39,6,5,3,136,0,0,0,5,61,78.9,186.8,8.5,46.35
7.16,8,2,3,148,1,1,0,1,32,80.7,176.6,7.5,62.51
7.25,6,4,0,98,0,1,20,3,26,100.6,190.8,7.5,56.64
6.15,8,8,5,157,0,0,0,1,41,90.1,187.4,6.0,50.38
6.47,6,5,5,161,1,1,45,2,44,47.9,175.1,9.0,0.26
7.82,2,3,2,83,1,1,0,0,64,106.0,194.4,7.0,55.6
7.68,3,5,3,65,0,1,45,3,27,84.7,173.5,6.5,24.88
5.19,4,8,1,48,0,1,30,4,46,68.9,176.4,8.0,10.05
8.65,6,3,4,20,1,0,0,3,41,103.7,151.8,6.5,42.57
3.47,7,5,2,34,1,0,0,1,34,72.6,191.6,7.0,34.26
6.43,3,1,0,35,1,0,0,3,26,61.1,161.7,8.0,31.32
5.82,6,4,5,97,0,1,0,0,32,106.1,153.5,8.0,15.78
8.51,4,5,1,139,0,0,0,3,52,58.1,190.0,7.0,37.55
9.31,7,3,4,73,0,1,20,3,39,85.4,176.5,7.0,32.99
8.11,2,8,4,58,1,0,30,5,28,87.7,185.6,7.5,36.18
5.74,2,1,4,34,1,1,0,0,45,100.0,179.3,6.5,43.43
8.52,7,2,5,160,1,0,45,3,53,73.5,167.2,6.0,37.02
8.1,3,9,0,134,1,0,0,1,32,65.8,154.2,9.0,48.3
5.91,1,2,3,69,1,0,0,4,53,84.7,158.1,6.5,40.68
6.39,1,6,5,17,0,1,20,4,58,78.1,173.5,7.0,17.03
6.11,3,1,0,173,0,1,0,0,25,50.9,159.2,6.0,63.46
3.62,1,9,1,167,0,1,0,3,61,47.1,186.6,9.0,0.0
7.61,6,4,4,33,0,1,0,5,52,82.1,160.6,8.0,37.16
7.19,5,1,5,41,0,1,60,5,37,95.7,185.7,8.5,3.06
8.58,9,3,4,175,0,1,0,1,35,97.1,171.4,6.0,40.81
6.14,2,1,0,119,0,0,0,3,56,93.9,182.7,7.0,43.07
4.29,9,3,3,60,1,1,0,2,20,59.4,173.7,8.5,28.21
7.82,7,4,3,62,1,0,0,5,47,69.3,159.3,8.0,59.81
7.1,9,10,4,20,0,1,20,2,55,83.8,178.6,7.5,45.13
8.44,1,5,5,101,1,1,0,3,64,69.6,182.2,7.0,18.76
8.17,7,1,1,83,1,0,90,5,42,54.9,157.8,8.5,60.26
6.38,1,7,5,5,0,1,20,2,36,94.5,187.5,6.5,27.44
7.73,7,6,5,162,0,1,0,1,41,49.5,152.4,7.5,40.95
5.6,6,10,3,1,0,0,45,4,35,72.2,167.2,7.0,5.54
6.86,5,5,0,131,1,1,0,5,64,53.9,150.7,9.0,13.48
5.9,10,4,5,153,0,1,0,3,34,57.6,187.9,8.5,16.55
6.06,2,5,2,95,1,1,45,0,32,51.0,150.7,8.0,14.68
6.45,2,2,1,80,1,0,0,5,47,71.0,183.3,8.5,16.27
7.43,7,6,1,42,0,0,0,1,49,69.9,171.7,9.0,28.93
8.7,2,7,4,46,0,0,0,5,44,72.6,172.2,7.0,18.1
7.35,2,7,5,47,0,1,20,4,59,93.7,169.6,6.0,12.36
8.54,4,6,5,26,1,0,0,5,25,74.0,186.4,6.5,26.71
5.31,4,5,3,150,1,1,0,4,30,80.6,152.8,7.5,6.03
5.07,3,6,1,37,0,1,0,5,61,87.3,168.6,6.0,29.05
6.99,7,3,5,66,0,1,0,2,60,52.6,184.7,8.5,15.66
7.27,8,1,2,113,1,1,0,4,33,59.1,161.9,8.5,28.85
8.09,5,1,1,11,0,1,0,3,26,81.9,172.2,6.5,46.4
7.86,5,4,2,80,0,1,45,4,49,91.6,151.9,6.5,28.07
7.03,10,1,2,2,1,0,20,0,53,87.3,159.8,7.5,84.38
8.34,4,7,5,109,1,1,0,5,33,50.9,165.1,7.5,29.51
8.14,6,9,1,70,0,0,0,3,19,57.3,182.5,7.5,56.63
7.67,5,4,3,111,1,0,0,2,57,55.5,194.1,6.0,43.47
6.95,2,3,1,62,0,0,0,0,45,71.7,177.6,8.0,30.66
5.28,7,9,3,146,1,0,0,4,49,85.8,191.5,6.5,10.0
5.92,6,2,0,107,0,1,30,1,34,84.0,151.5,7.0,32.86
7.92,3,3,0,119,1,1,0,1,33,89.6,170.3,9.0,24.69
7.36,4,1,1,118,1,1,60,0,49,109.4,163.4,6.5,61.42
6.51,9,4,3,167,0,0,90,2,63,68.9,185.0,6.5,52.38
7.85,9,3,3,2,1,0,0,4,64,85.1,189.3,8.5,53.4
6.49,6,1,0,56,1,1,60,3,53,62.3,173.2,9.0,18.09
9.15,3,1,1,57,1,1,0,5,32,90.1,157.8,6.0,40.07
5.35,4,5,1,4,0,0,0,0,31,81.5,176.8,8.5,34.62
8.5,10,1,2,97,0,0,60,0,21,91.3,160.6,6.0,56.09
7.36,6,6,1,132,0,0,45,4,54,71.8,154.9,8.5,3.89
5.92,5,4,2,25,0,1,30,5,37,86.7,177.8,8.0,2.7
7.08,4,8,3,2,0,0,30,2,41,109.3,176.2,7.5,52.98
5.91,2,8,0,78,1,1,0,0,33,92.6,164.4,8.0,21.05
6.92,7,9,5,111,0,0,30,4,43,55.3,185.2,7.5,30.03
6.9,5,6,3,101,1,0,0,0,35,96.0,161.0,6.0,62.81
6.94,3,9,2,88,0,1,20,2,62,72.5,175.4,6.5,34.17
8.43,10,6,1,5,0,0,0,3,61,81.1,178.5,8.0,67.06
6.82,9,5,4,143,1,0,0,1,27,76.8,187.0,8.5,26.94
5.65,5,2,1,43,0,0,45,2,47,109.7,163.6,6.0,62.29
8.45,1,10,0,141,1,1,0,5,35,57.9,190.8,8.5,35.03
5.96,4,1,0,147,1,0,0,0,48,87.1,189.5,7.5,42.65
8.21,2,6,2,28,0,1,0,4,22,67.8,189.8,9.0,28.8
7.54,10,9,1,28,1,0,30,5,43,109.9,192.9,6.0,49.93
8.06,10,9,3,9,1,0,60,2,25,54.9,176.2,8.0,62.2
7.51,9,3,5,121,1,1,0,2,22,66.2,160.9,6.5,38.5
6.63,5,7,4,91,1,1,0,2,62,55.3,168.6,6.0,46.66
6.9,7,6,5,35,1,1,0,0,45,90.3,158.7,7.0,51.84
6.5,7,1,3,175,1,1,90,4,22,64.8,163.5,8.0,13.1
8.45,6,9,2,79,1,1,20,2,29,99.7,175.5,7.0,33.13
7.77,7,5,4,136,0,0,0,3,38,81.1,186.4,8.5,40.93
6.66,1,1,1,34,1,0,0,5,29,52.3,178.4,7.5,46.85
6.92,7,6,4,35,1,1,60,0,20,74.1,177.5,6.5,49.24
7.42,10,2,5,126,1,1,90,1,31,91.0,162.8,8.5,16.93
4.94,1,1,3,45,1,0,0,0,20,60.3,180.5,6.5,27.2
8.03,3,6,3,80,0,1,0,2,57,46.9,191.4,7.0,21.36
8.68,2,2,5,129,1,1,45,2,29,84.7,178.2,6.0,21.67
7.58,4,10,5,9,0,1,0,5,31,90.5,168.3,7.5,26.71
7.2,10,3,2,82,0,1,45,4,38,78.4,168.3,8.0,43.36
6.35,10,6,3,69,0,0,0,4,26,46.4,157.0,8.5,15.43
6.9,1,10,3,159,1,0,30,5,26,68.0,181.2,9.0,2.17
5.78,2,6,4,161,1,1,45,2,62,103.7,150.9,6.5,22.09
5.75,9,6,1,20,0,1,0,5,24,64.2,160.9,8.0,12.37
6.78,9,2,3,138,1,1,45,0,52,81.4,179.6,7.0,59.66
5.57,2,7,0,124,1,1,30,4,43,79.3,151.3,7.0,6.06
7.75,4,8,5,68,0,1,20,1,22,51.4,184.1,7.0,41.17
6.04,1,1,1,108,0,1,0,3,26,94.1,164.5,7.5,6.93
6.59,10,7,3,43,0,0,0,3,40,99.8,168.1,9.0,22.89
6.6,3,3,5,80,0,0,0,0,50,93.8,158.2,6.5,51.84
7.55,9,4,2,152,0,1,45,3,50,47.1,163.3,7.0,46.84
7.04,4,5,0,92,1,0,20,1,29,87.0,168.1,8.0,58.35
7.88,1,8,1,76,0,1,0,5,41,88.1,194.6,7.0,31.75
6.48,1,5,1,134,0,1,0,3,42,75.9,162.1,7.0,30.13
7.59,5,10,5,10,0,1,0,3,57,90.5,161.4,7.5,30.27
6.98,7,4,4,109,1,1,0,1,47,74.2,152.7,8.5,19.74
7.51,4,6,4,148,1,1,30,3,57,48.8,159.4,8.0,36.59
6.03,4,1,1,162,1,1,60,3,38,92.9,185.7,9.0,17.74
7.89,6,4,3,13,0,0,0,3,50,104.8,192.6,8.0,58.39
5.6,9,6,3,115,0,0,60,0,30,70.3,186.2,8.0,29.79
5.76,4,9,0,164,0,0,0,2,58,77.0,159.0,6.5,41.11
8.77,2,8,0,18,0,1,0,2,51,48.0,173.4,6.5,25.06
8.65,7,6,2,5,0,0,0,5,38,94.6,177.4,8.5,53.3
7.56,7,2,4,147,0,1,0,0,32,92.5,160.7,9.0,13.5
8.6,2,8,5,37,0,1,0,5,21,99.2,172.3,8.0,20.63
